PAYER NAME,PAYER ID
Medicaid Wisconsin,MCDWI
Medicaid Wisconsin,WIMCD
Medicaid Wisconsin - Humana / TDC,CX014
Medicaid Wisconsin - PrimeCare,CX014
Medicaid Wisconsin (Administered by Doral Dental of Wisconsin),CX014
Medicaid Wyoming,10892
Medicaid Wyoming,77046
Medicaid Wyoming,77046
Medical Associates Health Plan,MAHC1
Medical Associates Health Plan,MAHC1
Medical Associates Health Plan,MAHP
"Medical Benefits Administrators, Inc.",74323
"Medical Benefits Administrators, Inc.",74323
"Medical Benefits Administrators, Inc.",74323
Medical Benefits Companies,74323
Medical Benefits Companies,74323
Medical Benefits Companies,74323
Medical Benefits Mutual,74323
Medical Benefits Mutual,74323
Medical Benefits Mutual,74323
Medical Benefits Mutual Life Insurance Co.,74323
Medical Benefits Mutual Life Insurance Co.,74323
Medical Benefits Mutual Life Insurance Co.,74323
Medical Card System (MCS),L0170
Medical Mutual of Ohio,29076
Medical Mutual of Ohio,29076
Medical Mutual of Ohio,29076
Medical Mutual of Ohio,29076
Medical Reimbursements of America,62177
Medical Reimbursements of America,62177
Medical Resource Network (MRN),58203
Medical Resource Network (MRN),58203
Medical Safety Net,AMM13
Medical Safety Net,AMM13
Medical Service Company (MCS),80019
Medical Service Company (MCS),80019
Medical Value Plan-MVP-OH,38224
Medical Value Plan-MVP-OH,38224
Medical Value Plan-MVP-OH,MED-VAL-OH
Medicare – HHH J11 (Palmetto),11001
Medicare – HHH J11 (Palmetto),11001
Medicare – HHH J15 (CGS),15004
Medicare – HHH J15 (CGS),15004
Medicare A & B,MEDICARE
Medicare Alabama,10102
Medicare Alabama,10102
Medicare Alaska,MR010
Medicare Alaska,MR010
Medicare and Much More Florida,MMMFL
Medicare and Much More Florida,MMMFL
Medicare and Much More Florida,MMMFL
Medicare Arizona,MR008
Medicare Arizona,MR008
Medicare Arkansas,MR086
Medicare Arkansas,MR086
Medicare California (North),MR001
Medicare California (North),MR001
Medicare California (North),MR001
Medicare California (South),MR002
Medicare California (South),MR002
Medicare California (South),MR002
Medicare Colorado,MR004
Medicare Colorado,MR004
Medicare Colorado,MR004
Medicare Connecticut,13102
Medicare Connecticut,13102
Medicare Delaware,00902
Medicare Delaware,00902
Medicare District of Columbia,00903
Medicare District of Columbia,00903
Medicare Florida,MR025
Medicare Florida,MR025
Medicare Florida,MR025
Medicare Georgia,10202
Medicare Georgia,10202
Medicare Hawaii,MR057
Medicare Hawaii,MR057
Medicare Idaho,MR003
Medicare Idaho,MR003
Medicare Illinois,MCRIL
Medicare Illinois,MCRIL
Medicare Indiana,MR089
Medicare Indiana,MR089
Medicare Iowa,05102
Medicare Iowa,05102
Medicare J04911,04911
Medicare J04911,04911
Medicare J12901 - WPS Legacy Part A,12901
Medicare J12901 - WPS Legacy Part A,12901
Medicare Kansas,05202
Medicare Kansas,05202
Medicare Kansas City,05302
Medicare Kansas City,05302
Medicare Kansas City,05302
Medicare Kentucky,15102
Medicare Kentucky,15102
Medicare Louisiana,07202
Medicare Louisiana,07202
Medicare Louisiana,07202
Medicare Maine,14112
Medicare Maine,14112
Medicare Maryland,00901
Medicare Maryland,00901
Medicare Massachusetts,14212
Medicare Massachusetts,14212
Medicare Michigan,08202
Medicare Michigan,08202
Medicare Michigan,08202
Medicare Minnesota,06202
Medicare Minnesota,06202
Medicare Mississippi,07302
Medicare Mississippi,07302
Medicare Missouri (East & West),05302
Medicare Missouri (East & West),05302
Medicare Missouri (East & West),05302
Medicare Montana,03202
Medicare Montana,03202
Medicare Nebraska,00655
Medicare Nebraska,00655
Medicare Nevada,MR007
Medicare Nevada,MR007
Medicare New Hampshire,14312
Medicare New Hampshire,14312
Medicare New Jersey,12402
Medicare New Jersey,12402
Medicare New Jersey,12402
Medicare New Mexico,04212
Medicare New Mexico,04212
Medicare New York (Downstate),13202
Medicare New York (Downstate),13202
Medicare New York (Empire),13202
Medicare New York (Empire),13202
Medicare New York (Queens),13292
Medicare New York (Queens),13292
Medicare New York (Upstate),13282
Medicare New York (Upstate),13282
Medicare North Carolina,11502
Medicare North Carolina,11502
Medicare North Carolina,11502
Medicare North Dakota,MR083
Medicare North Dakota,MR083
Medicare Northern Virginia,12202
Medicare Northern Virginia,12202
Medicare Ohio,15202
Medicare Ohio,15202
Medicare Oklahoma,04312
Medicare Oklahoma,04312
Medicare Oklahoma,04312
Medicare Oregon,MR011
Medicare Oregon,MR011
Medicare Pennsylvania,12502
Medicare Pennsylvania,12502
Medicare Pennsylvania,12502
Medicare Puerto Rico,09202
Medicare Puerto Rico,09202
Medicare Railroad,MR018
Medicare Railroad,MR018
Medicare Rhode Island,14412
Medicare Rhode Island,14412
Medicare South Carolina,11001
Medicare South Carolina,11001
Medicare South Carolina,11202
Medicare South Carolina,11202
Medicare South Dakota,MR084
Medicare South Dakota,MR084
Medicare Tennessee,10301
Medicare Tennessee,10301
Medicare Tennessee,MR034
Medicare Tennessee,MR034
Medicare Texas,MR085
Medicare Texas,MR085
Medicare Texas,MR085
Medicare Utah,MR046
Medicare Utah,MR046
Medicare Vermont,14512
Medicare Vermont,14512
Medicare Virgin Islands,09302
Medicare Virgin Islands,09302
Medicare Virginia (Palmetto),11302
Medicare Virginia (Palmetto),11302
Medicare Washington,MR006
Medicare Washington,MR006
Medicare Washington,MR006
Medicare Washington DC,00903
Medicare Washington DC,00903
Medicare Washington DC,00903
Medicare West Virginia,11402
Medicare West Virginia,11402
Medicare Wisconsin,06302
Medicare Wisconsin,06302
Medicare Wisconsin,06302
Medicare Wyoming,MR074
Medicare Wyoming,MR074
Medicare y Mucho Mas,MMM
MediChoice IPA,AMM11
MediChoice IPA,AMM11
Medicina Familiar Medical Group,CAPMN
Medicina Familiar Medical Group,CAPMN
Medicina Familiar Medical Group,CAPMN
Medico Insurance,23160
Medico Insurance,23160
Medico Insurance,23160
Medico Insurance,23160
Medico Insurance,MEDICO
Medigold,95655
Medigold,95655
Medigold,95655
Medigold,MEDIGOLD
Medigold PPO,13123
Medigold PPO,13123
MediShare (Christian Care Ministries),59355
MediShare (Christian Care Ministries),59355
Mediview Sendero CHIP & STAR,SCS17
Mediview Sendero CHIP & STAR,SCS17
Mediview UTMB Care UB,RUTMH
Mediview UTMB3,UTMB3
Mediview UTMB3,UTMB3
Mediview Vista 360 Health,V360H
Mediview Vista 360 Health,V360H
MedLogix MSO - Allied Health Solutions,MLAHS
MedLogix MSO - Allied Health Solutions,MLAHS
Medlytix LLC,MEDLX
"Medlytix, LLC",MEDLX
"MedMgr MSO, Inc.",MMM88
"MedMgr MSO, Inc.",MMM88
"MedMgr MSO, Inc.",MMM88
MedMutual Protect Medicare Supplement,96554
MedPartners Administrative Services,412MP
MedPartners Administrative Services,412MP
MedPay Assurance,MEDPAY
MedPay Assurance,MP001
MedRisk,J1956
MedSave USA Third Party Administration,59069
MedSave USA Third Party Administration,59069
"MedSolutions, Inc",62160
"MedSolutions, Inc",62160
"MedSolutions, Inc",62160
MedStar Family Care,MEDSTAR-FC
MedStar Family Choice DC,RP062
MedStar Family Choice DC,RP062
MedStar Family Choice DC,RP062
MedStar Family Choice MD,MEDSTAR-FCMD
MedStar Family Choice MD,RP063
MedStar Family Choice MD,RP063
MedStar Family Choice MD,RP063
MedStar Family Choice of DC,39190
MedStar Family Choice of DC,39190
MedStar Family Choice of DC,39190
MedStar Family Choice of Maryland,00243
MedStar Health Plan,MEDSTAR-HP
"Mega Life and Health (Frisco, TX)",60601
Meijer Stores,J1930
MEMIC Casualty Company,14164
MEMIC Indemnity Company,11030
Memorial Healthcare IPA,IP095
Memorial Healthcare IPA,IP095
Memorial Hermann Health Network (MHHN),MHHNP
Memorial Hermann Health Network (MHHN),MHHNP
Memorial Hermann Health Network (MHHN),MHHNP
Memorial Integrated Healthcare (Commercial),59064
Memorial Integrated Healthcare (Commercial),59064
Memorial Integrated Healthcare (Commercial),59064
Memorial Integrated Healthcare (Medicaid),59065
Memorial Integrated Healthcare (Medicaid),59065
Memorial Integrated Healthcare (Medicaid),59065
Memorial Medical Center - Non Sutter,SC054
Memorial Medical Center - Non Sutter,SC054
Memorial Medical Center - Non Sutter,SC054
MemorialCare Medical Foundation,MMFMC
MemorialCare Medical Foundation,MMFMC
MemorialCare Medical Foundation,MMFMC
MemorialCare Medical Foundation Cap Services,MMFCS
MemorialCare Medical Foundation Cap Services,MMFCS
MemorialCare Medical Foundation Cap Services,MMFCS
MemorialCare Medical Foundation UCI,MMFUC
MemorialCare Medical Foundation UCI,MMFUC
MemorialCare Medical Foundation UCI,MMFUC
MemorialCare Select Health Plan,46187
MemorialCare Select Health Plan,46187
MemorialCare Select Health Plan,46187
MemorialCare Select Health Plan Encounters,E4618
MemorialCare Select Health Plan Encounters,E4618
Mendota Insurance Company,33650
Menifee Valley Community Medical Group,HCMG1
Menifee Valley Community Medical Group,HCMG1
Mental Health Consultants Inc.,37050
Mental Health Consultants Inc.,37050
Merced County Healthy Kids,CPP11
Merchants Insurance Group,C1095
Mercury,C1087
Mercury General Corporation - Auto,J2277
Mercy Benefit Administration,37264
Mercy Benefit Administration,37264
Mercy Care Health Plans WI IL,39114
Mercy Care Health Plans WI IL,39114
Mercy Care Health Plans WI IL,39114
Mercy Care Plan (AHCCCS),10462
Mercy Care Plan (AHCCCS),10462 
Mercy Care Plan (AHCCCS),86052
Mercy Care Plan (AHCCCS),86052
Mercy Care Plan (AHCCCS),86052
Mercy Care RBHA,33628
Mercy Care RBHA,33628
Mercy Care RBHA,33628
Mercy Care RBHA,MERCY-RBHA
Mercy Health Plan of New Jersey,MERCY-HPNJ
Mercy Maricopa Integrated Care,MERCY-MARICOPA
Mercy Physicians Medical Group (MPMG),PROSP
Mercy Physicians Medical Group (MPMG),PROSP
Mercy Provider Network,43185
Mercy Provider Network,43185
Meridian Health Plan Illinois Complete,MERIDIAN-IL-COMP
Meridian Health Plan Illinois Complete,MHPIL
Meridian Health Plan Illinois Complete,MHPIL
Meridian Health Plan Illinois Complete,MHPIL
Meridian Health Plan Illinois Medicaid,MERIDIAN-IL-MCD
Meridian Health Plan Michigan Complete,MERIDIAN-MI-COMP
Meridian Health Plan Michigan Complete,MHPMI
Meridian Health Plan Michigan Complete,MHPMI
Meridian Health Plan Michigan Complete,MHPMI
Meridian Health Plan of Illinois,13189
Meridian Health Plan of Illinois,13189
Meridian Health Plan of Illinois,MERIDIAN-IL
Meridian Health Plan of Michigan,52563
Meridian Health Plan of Michigan,52563
Meridian PACE Solutions,MPSAB
Meridian PACE Solutions,MPSAB
Meridian PACE Solutions,MPSAB
Merit IPA,GCMSO
Meritage Medical Network,IP097
Meritage Medical Network,IP097
Meritage Medical Network,IP097
Meritain Health,10463
Meritain Health,10463
Meritain Health,41124
Meritain Health,41124
Meritain Health,41124
Meritain Health,64157
Meritain Health,64157
Meritain Health,64157
Meritain Health,64158
Meritain Health,64158
"Meritain Health (formerly Weyco, Inc)",38232
"Meritain Health (formerly Weyco, Inc)",38232
Metcare Health Plans,65113
Metcare Health Plans,65113
Metis Services,J3857
MetLife,65978
Metlife Dental Family,METLIFED
​MetLife New Jersey,C1100
Metro Plus Health Plan,13265
Metro Plus Health Plan,13265
Metro Plus Health Plan,13265
Metro Plus Health Plan,METRO-PLUS
Metropolitan Council,J1355
Metropolitan Health Plan (now Hennepin Health),MHP01
Metropolitan IPA d.b.a Community Family Care IPA,NMM05
Metropolitan IPA d.b.a Community Family Care IPA,NMM05
Metropolitan IPA d.b.a Community Family Care IPA,NMM05
Metropolitan Property and Casualty Insurance Company,METRO-PC
Metropolitan Property and Casualty Insurance Company,WA060
Metropolitan Transit Authority,J1238
MHCC Luminare Health,35189
MHCC Luminare Health,35189
Miami Children's Health Plan,82832
Miami Children's Health Plan,82832
Miami Children's Health Plan,MIAMI-CHP
Miami-Dade County (Fl) - CORVEL,J3329
MIC General Insurance Corp.,C1028
Michael Reese (HMO),MREESE
Michigan Complete Health (Centene),MICHIGAN-COMPLETE
Michigan Complete Health (Centene),MICHIGAN-COMPLETE
Michigan Fidelis Secure Care (Centene),68069
Michigan Fidelis Secure Care (Centene),68069
Michigan Fidelis Secure Care (Centene),68069
Michigan Medicaid BCCCNP,BCCCP
Michigan Medicaid BCCCNP,BCCCP
Michigan Millers Mutual - CORVEL,J1988
MIChild Michigan,MICHILD
Mid Cities IPA,CAPMN
Mid Cities IPA,CAPMN
Mid Cities IPA,CAPMN
Mid Rogue IPA,MRIPA
Mid Rogue IPA,MRIPA
Mid Rogue Oregon Health Plan,MRIPA
Mid Rogue Oregon Health Plan,MRIPA
Mid-America Associates Inc.,37281
Mid-America Associates Inc.,37281
Mid-America Associates Inc.,37281
"Mid-American TPA: AAI, Inc. (UCS)",12251
"Mid-American TPA: AAI, Inc. (UCS)",12251
"Mid-Atlantic Medical Services, Inc. (MAMSI)",MAMS1
Mid-County Physicians Medical Group,SCP01
Mid-County Physicians Medical Group,SCP01
Middlesex Insurance Company,J1417
"Midlands Choice, Inc.",47080
Midwest Drywall Company,J1119
Midwest Family Advantage Insurance Co - CORVEL,J3748
Midwest Family Mutual (Auto Only) - CORVEL,C1051
Midwest Family Mutual Insurance Co,J1685
Midwest Group Benefits,61146
Midwest Group Benefits,61146
Midwest Insurance,10895
Midwest Operating Engineers Welfare Fund,45979
Midwest Operating Engineers Welfare Fund,45979
Midwest Security,79048
Miller Grove ISD,J3947
Mills Peninsula Health Services (SPS - Sutter),SC050
Mills Peninsula Health Services (SPS - Sutter),SC050
Mills Peninsula Medical Group (SPS - Sutter),SC050
Mills Peninsula Medical Group (SPS - Sutter),SC050
Minneapolis Public School - CORVEL,J2890
Minnesota Blue Cross Dental (UCCI),UCCMB
Minnesota Counties Ins Trust (MCIT),J1351
Minnesota Department of Health,MNDH1
Minnesota Department of Health,MNDH1
Minnesota Department of Labor,J1436
Minnesota Health Care Program,MCDMN
Minnesota Health Care Program,MCDMN
Minnesota Insurance Guarantee Association (MIGA),J2094
Minnesota WC Plan,J1417
Mirra Healthcare,RP106
Mirra Healthcare,RP106
Mission Community IPA,PHM10
Mission Heritage Medical Group,STJOE
Mission Heritage Medical Group,STJOE
Mission Hospital Affiliated Physicians,STJOE
Mission Hospital Affiliated Physicians,STJOE
Mississippi Children's Health Insurance Program,MSCHILDHP
Mississippi Department Of Corrections - CORVEL,J3328
Mississippi Public Entity  Employee Benefit Trust (MPEEBT),37233
Mississippi Select Health Care,64088
Mississippi Select Health Care,64088
Mississippi Select Health Care,64088
Missoula County Medical Benefits Plan,37275
Missoula County Medical Benefits Plan,37275
Missouri Health Plan (Community & State),MOHPCS
Missouri Medicare Select,MMS01
Missouri Medicare Select,MMS01
Missouri Medicare Select,MMS01
Mitsui Sumitomo Insurance Group,J1692
Mitsui Sumitomo Insurance USA Inc.,J1694
MMM Healthcare,L0210
MMM Healthcare,L0210
MMM Healthcare,L0210
MMM Multi Health (Reform),66065
MMM of Florida,MMMFL
MMM of Florida,MMMFL
MMM of Florida,MMMFL
Mobilitas Insurance Company,J4092
Moda Health (Formerly ODS Health Plan),13350
Moda Health (Formerly ODS Health Plan),13350
Moda Health (Formerly ODS Health Plan),13350
Moda Health (Formerly ODS Health Plan),13350
Molina Complete Care of Arizona,MLNA-CCAZ
Molina Complete Care of Virginia,MCC02
Molina Complete Care of Virginia,MCC02
Molina Complete Care of Virginia,MCC02
Molina Complete Care of Virginia,MLNA-CCVA
Molina Complete Care of Virginia - Encounters,10101
Molina Complete Care of Virginia - Encounters,10101
Molina Health Care of New Mexico ,SCNNM
Molina Health Care of Ohio ,SCNMO
Molina Healthcare of Arizona,MCC01
Molina Healthcare of Arizona,MCC01
Molina Healthcare of Arizona,MCC01
Molina Healthcare of CA Encounters,33373
Molina Healthcare of CA Encounters,33373
Molina Healthcare of California,00222
Molina Healthcare of California,00222
Molina Healthcare of California,38333
Molina Healthcare of California,38333
Molina Healthcare of California,38333
Molina Healthcare of Florida,51062
Molina Healthcare of Florida,51062
Molina Healthcare of Florida,51062
Molina Healthcare of Florida,MLNA-FL
Molina Healthcare of Florida,MLNFA
Molina Healthcare of Florida - Encounters,00513
Molina Healthcare of Florida - Encounters,00513
Molina Healthcare of Idaho,61799
Molina Healthcare of Idaho,61799
Molina Healthcare of Idaho,61799
Molina Healthcare of Idaho,MLNA-ID
Molina Healthcare of Illinois,13178
Molina Healthcare of Illinois,20934
Molina Healthcare of Illinois,20934
Molina Healthcare of Illinois,20934
Molina Healthcare of Iowa,MLNIA
Molina Healthcare of Iowa,MLNIA
Molina Healthcare of Iowa,MLNIA
Molina Healthcare of Michigan,38334
Molina Healthcare of Michigan,38334
Molina Healthcare of Michigan,38334
Molina Healthcare of Michigan,MLNA-MI
Molina Healthcare of Michigan,MLNMI
Molina Healthcare of Mississippi,77010
Molina Healthcare of Mississippi,77010
Molina Healthcare of Mississippi,77010
Molina Healthcare of Mississippi,MLNA-MS
Molina Healthcare of Mississippi,MLNA-MS
Molina Healthcare of Mississippi Marketplace,MLNA-MS-MKT
Molina Healthcare of Mississippi Marketplace,MLNA-MS-MKT
Molina Healthcare of Missouri,MLNA-MO
Molina Healthcare of Nebraska,MLNA-NE
Molina Healthcare of Nebraska,MLNNE
Molina Healthcare of Nebraska,MLNNE
Molina Healthcare of Nebraska,MLNNE
Molina Healthcare of Nevada,MLNA-NV
Molina Healthcare of Nevada ,MLNNV
Molina Healthcare of Nevada ,MLNNV
Molina Healthcare of Nevada ,MLNNV
Molina Healthcare of New Mexico,NM505
Molina Healthcare of New Mexico,NM505
Molina Healthcare of New Mexico ,00071
Molina Healthcare of New Mexico ,10486
Molina Healthcare of New Mexico - Salud,09824
Molina Healthcare of New Mexico - Salud,09824
Molina Healthcare of New Mexico - Salud,09824
Molina Healthcare of New York (formerly Total Care),16146
Molina Healthcare of New York (formerly Total Care),16146
Molina Healthcare of New York (formerly Total Care),16146 
Molina Healthcare of New York (formerly Total Care),MLNA-NY
Molina Healthcare of Ohio,20149
Molina Healthcare of Ohio,20149
Molina Healthcare of Ohio,20149
Molina Healthcare of Ohio ,00445
Molina Healthcare of Ohio ,10487
Molina Healthcare of Puerto Rico,81794
Molina Healthcare of South Carolina,46299
Molina Healthcare of South Carolina,46299
Molina Healthcare of South Carolina,46299
Molina Healthcare of South Carolina,MLNSC
Molina Healthcare of Texas,00451
Molina Healthcare of Texas,10488
Molina Healthcare of Texas,20554
Molina Healthcare of Texas,20554
Molina Healthcare of Texas,20554
Molina Healthcare of Utah,00227
Molina Healthcare of Utah,MLNUT
Molina Healthcare of Utah (aka American Family Care),12X09
Molina Healthcare of Utah (aka American Family Care),SX109
Molina Healthcare of Utah (aka American Family Care),SX109
Molina Healthcare of WA Encounters,43174
Molina Healthcare of WA Encounters,43174
Molina Healthcare of Washington,00228
Molina Healthcare of Washington,00228
Molina Healthcare of Washington,38336
Molina Healthcare of Washington,38336
Molina Healthcare of Washington,38336
Molina Healthcare of Wisconsin,ABRI1
Molina Healthcare of Wisconsin,ABRI1
Molina Healthcare of Wisconsin,ABRI1
Molina Healthcare of Wisconsin,MLNWI
Molina Medicaid Solutions - Idaho,MCDID
Molina Medicaid Solutions - Idaho,MCDID
Molina Medicaid Solutions - Louisiana,MCDLA
Molina Medicaid Solutions - Louisiana,MCDLA
Molina Medicaid Solutions - Louisiana,MCDLA
Molina Ohio Medicaid,73160
Molina Ohio Medicaid,73160
Molina Ohio Medicaid,73160
Molina Ohio Medicaid,MOLINA-OHMCD
"Momentum Insurance Plans, Inc.",31415
Monarch Healthcare IPA,IP095
Monarch Healthcare IPA,IP095
Monitor Life Medicare Supplement,98244
Montana State Fund - WC,J2893
Montefiore Contract Management Organization,13174
Montefiore Contract Management Organization,13174
Montefiore Contract Management Organization (CMO),MONTE-CMO
Montgomery,J1424
Montgomery County Self-Insurance Program (MD) - CORVEL,J1890
Montgomery County Texas,A0179
Monument Administrators - Guardian Comp,J1530
Monument Administrators - Quality Comp,J1530
Monument Administrators - Victory Comp,J1530
Monumental Life Insurance Company (MLIC),TRANSAM-MLIC
Morris Associates,35092
Morris Associates,35092
Morris Associates,MORRIS
Motion Picture Industry Health Plan,BC001
Motion Picture Industry Health Plan,BC001
Motion Picture Industry Health Plan,BC001
MotivHealth Insurance Company,U7632
MotivHealth Insurance Company,U7632
MotivHealth Insurance Company,U7632
Mountain Health CO-OP,MHC01
Mountain Health CO-OP,MHC01
Mountain Health CO-OP,MHC01
Mountain States Administrators,MTNST
"MPLAN, Inc. - HealthCare Group",95444
"MPLAN, Inc. - HealthCare Group",95444
"MPLAN, Inc. - HealthCare Group",95444
MPM Prospect,MPM16
MPM Prospect,MPM16
MPMBA,IHS23
MPMBA,IHS23
MRIPA - AllCare Health Plan,MRIPA
MRIPA - AllCare Health Plan,MRIPA
MRIPA - AllCare Health Plan,MRIPA
MSA Care Guard,20572
MSA Care Guard,20572
Mt. Carmel Health Plan,95655
Mt. Carmel Health Plan,95655
Multicare Connected Care,RP036
Multicare Connected Care,RP036
Multiplan Wisconsin Preferred Network,34080
Multiplan Wisconsin Preferred Network,34080
Multnomah County Other,MLTOT
Multnomah County Other,MLTOT
Multnomah Treatment Fund (Formerly known as Verity Plus),VMMH2
Multnomah Treatment Fund (Formerly known as Verity Plus),VMMH2
Municipal Health Benefit Fund,81883
Municipal Health Benefit Fund,81883
Municipal Health Benefit Fund,81883
Municipal Health Benefit Fund,81883
Municipal Health Benefit Fund,MHBF
Mutual Assurance,37256
Mutual Assurance,37256
Mutual Health Services,34192
Mutual Health Services,34192
Mutual Health Services,34192
Mutual Health Services,MUTUAL-HEALTH
Mutual of Omaha,10498
Mutual of Omaha,71412
Mutual of Omaha,71412
Mutual of Omaha,71412
Mutual of Omaha,71412
Mutual of Omaha Dental,CX087
​Mutual of Omaha Medicare Advantage,71412
​Mutual of Omaha Medicare Advantage,71412
​Mutual of Omaha Medicare Advantage,71412
Mutual of Omaha Medicare Advantage,MOMA
Mutually Preferred,71412
Mutually Preferred,71412
Mutually Preferred,71412
Mutually Preferred,71412
Mutually Preferred,MUTUALLY-PREF
MVP - Ohio,38224
MVP - Ohio,38224
MVP - Ohio,MVP-OH
MVP Health Care (Mohawk Valley),14165
MVP Health Care (Mohawk Valley),14165
MVP Health Care (Mohawk Valley),14165
MVP Health Plan,MVP-HP
MVP Health Plan of New York ,10500
MVP Health Plan of New York - Child Health Plus,MVP-CHILD-PLUS
My Family Medical Group,33020
My Health Plan,95677
My Health Plan,95677
My Health Plan,95677
My Patient Prepaid,PREPD
My Patient Prepaid,PREPD
My Patient Prepaid,PREPD
My Tru Advantage,MTAMA
My Tru Advantage,MTAMA
MyChoice IPA (ProCare MSO),PCMSO
MyChoice IPA (ProCare MSO),PCMSO
MyNexus - Aetna Home Health,34010
MyNexus - Aetna Home Health,34010
MyNexus - Aetna Home Health,34010
myNEXUS Anthem,34009
myNEXUS Anthem,34009
myNEXUS Anthem,34009
MyPhysicianPlan,MPPCL
MyPhysicianPlan,MPPCL
"N.W. Ironworkers Health & Security Trust Fund, Group # F15",91136
"N.W. Ironworkers Health & Security Trust Fund, Group # F15",91136
"N.W. Roofers & Employers Health & Security Trust Fund, Group# F26",91136
"N.W. Roofers & Employers Health & Security Trust Fund, Group# F26",91136
N.W. Textile Processors Group # F14,91136
N.W. Textile Processors Group # F14,91136
Nap Tools (via EMC Risk Services),J1120
Naphcare Inc,58182
Naphcare Inc,58182
National Accident & Health General Agency Inc (NAHGA),67788
National Accident & Health General Agency Inc (NAHGA),67788
National Allied Workers Union Local 831,CB148
National Allied Workers Union Local 831,CB148
National American Insurance Co (NAICO),J1695
National Association of Letter Carriers (NALC),00214
National Association of Letter Carriers (NALC),62308
National Association of Letter Carriers (NALC),62308
National Association of Letter Carriers (NALC),62308
National Association of Letter Carriers (NALC),NALC-AFF
National Capital Preferred Provider Organization (NCPPO),90001
National Capital Preferred Provider Organization (NCPPO),90001
National Capital Preferred Provider Organization (NCPPO),90001
National Casualty Company,J1551
National Claims Admin Services,NCAS
National Elevator Industry Benefit Plan,CX045
National Financial Insurance Company,90956
National Financial Insurance Company,90956
National Foundation Life Insurance Company,98205
National Foundation Life Insurance Company,98205
National General,ASHC1
National General,ASHC1
"National General Insurance Online, Inc.",C1028
National Guardian Life Insurance,NATGUARD
National Health Benefit,60338
National Health Benefit,60338
National Interstate,32620
National Liability and Fire Insurance Company (DOI before 7/1/14),20044
National Liability and Fire Insurance Company (DOI on or after 7/1/2014),J1453
"National Loss Prevention, Inc.",J1021
National Pacific Dental - CALIFORNIA,DX072
National Pacific Dental - TEXAS,DX017
National Rural Letter Carrier Assoc.,71412
National Rural Letter Carrier Assoc.,71412
National Rural Letter Carrier Assoc.,71412
National Rural Letter Carrier Assoc.,71412
National Telecommunications Cooperative Association (NTCA - Staff),52104
National Telecommunications Cooperative Association (NTCA - Staff),52104
National Telecommunications Cooperative Association (NTCA),52103
National Telecommunications Cooperative Association (NTCA),52103
National Telecommunications Cooperative Association (NTCA),NTCA
Nationwide - Auto Only,C1062
Nationwide Affinity Insurance Company of America,J1552
Nationwide Agribusiness Insurance Co,J1551
Nationwide Ins Company of America,J1552
Nationwide Mutual Fire Company,J1552
Nationwide Specialty Health fka Nationwide Health Plan ,00086
Nationwide Specialty Health fka Nationwide Health Plan ,10521
NBC Universal,J1359
NCA Comp,J4250
NCA Medical Group,NCA01
NCA Medical Group,NCA01
NCAS,75191
NCAS,75191
"NCAS - Fairfax, Virginia",75190
NCAS Fairfax VA,75190
NCH Healthcare Inc.,J3912
NCLM - North Carolina League of Municipalities,J1772
ND Workforce Safety and Insurance (WSI),J1500
Nebraska Plastics Group,52323
Nebraska Plastics Group,52323
Nebraska Total Care (Centene),68069
Nebraska Total Care (Centene),68069
Nebraska Total Care (Centene),68069
Nebraska Total Care (Centene),NETOTAL
Nebraska Total Care (Centene),NETOTAL
Neighborhood Health Partnership,95123
Neighborhood Health Partnership,95123
Neighborhood Health Partnership,95123
Neighborhood Health Partnership,NEIGHBORHOOD-HP
Neighborhood Health Partnership (NHP),96107
Neighborhood Health Partnership (NHP),96107
Neighborhood Health Plan (NHPRI),05047
Neighborhood Health Plan (NHPRI),05047
Neighborhood Health Plan (NHPRI),05047
Neighborhood Health Plan (RI),13148
Neighborhood Health Plan RI - Exchange Unity Integrity,96240
Neighborhood Health Plan RI - Exchange Unity Integrity,96240
Neighborhood Health Providers &  Suffolk Health Plan (NHP - SHP),80141
Neighborhood Health Providers &  Suffolk Health Plan (NHP - SHP),80141
Nephrology IPA,NEIPA
"Netcare Life & Health Insurance - Hagatna, Guam",66055
"Netcare Life & Health Insurance - Hagatna, Guam",66055
NetWell,NETWELL
Network Administrators,IHS26
Network Administrators,IHS26
Network Health Insurance (NHIC) Medicare,77076
Network Health Insurance (NHIC) Medicare,77076
Network Health Insurance (NHIC) Medicare,77076
Network Health Insurance (NHIC) Medicare,NETHLTH-MCR
Network Health of WI - Commercial,39144
Network Health of WI - Commercial,39144
Network Health of WI - Commercial,39144
Network Health of WI - Medicare,77076
Network Health of WI - Medicare,77076
Network Health of WI - Medicare,77076
Network Health Plan,NETHP
Network Health Plan of Wisconsin - Commercial,39144
Network Health Plan of Wisconsin - Commercial,39144
Network Health Plan of Wisconsin - Commercial,39144
Network Medical Management,NMM01
Network Medical Management,NMM01
Network Medical Management,NMM01
Network Solutions IPA,NSIPA
NeueHealth,NEUEH
NeueHealth,NEUEH
NeueHealth,NEUEH
Nevada Dental Benefits,NDB01
Nevada Pacific Dental,DX101
New Avenues,95998
New Century Health - Arizona Integrated Physicians,NCHON
New Century Health - Arizona Integrated Physicians,NCHOR
New Century Health - Avmed - Oncology,NCHON
New Century Health - Avmed – Radiation Oncology,NCHOR
New Century Health - CarePlus Cardiology,NCHCA
New Century Health - CarePlus Urology,NCHUR
